coffeepk,lat,lon,name,city,state,street,rating,numofratings,tile
272,40.7354463,-74.0031986,Sant Ambroeus,New York,NY,Unknown Street,0.0,0,13578_-24668
273,40.7352996,-74.0062382,Cafe Panino Mucho Gusto,New York,NY,Hudson Street 551,0.0,0,13578_-24669
274,40.760572,-73.9687188,Juan Valdez Café,New York,NY,East 57th Street 140,0.0,0,13586_-24657
275,40.7724449,-73.9499445,Starbucks,New York,NY,York Avenue 1515,0.0,0,13590_-24650
276,40.7177744,-73.9905236,Roasting Plant,New York,NY,Orchard Street 81,0.0,0,13572_-24664
277,40.7504102,-73.9928259,Tim Hortons,New York,NY,Penn Plaza 2,0.0,0,13583_-24665
278,40.7062033,-74.011905,Bluestone Lane Coffee,New York,NY,Broad Street 30,0.0,0,13568_-24671
279,40.7180119,-73.9901723,Sunday to Sunday,New York,NY,Orchard Street 88,0.0,0,13572_-24664
280,40.7644229,-73.9879761,Kahve,New York,NY,9th Avenue 774,0.0,0,13588_-24663
281,40.7327952,-73.9979676,Stumptown,New York,NY,West 8th Street 30,0.0,0,13577_-24666
282,40.7306205,-73.9951131,Oren's Daily Roast,New York,NY,Waverly Place 29,0.0,0,13576_-24666
283,40.7293867,-73.9987052,The Uncommons,New York,NY,Thompson Street 230,0.0,0,13576_-24667
284,40.7779198,-73.978202,Starbucks,New York,NY,Columbus Avenue 267-275,0.0,0,13592_-24660
285,40.7810251,-73.981008,Starbucks,New York,NY,Broadway 2138,0.0,0,13593_-24661
286,40.7469335,-73.9933215,Starbucks,New York,NY,7th Avenue 315,0.0,0,13582_-24665
287,40.746485,-73.9822904,Gregory's Coffee,New York,NY,East 33rd Street 48,0.0,0,13582_-24661
288,40.7557287,-73.9904972,Kiss My Slice,New York,NY,West 40th Street 274,0.0,0,13585_-24664
289,40.7736696,-73.9596624,Pick-A-Bagel,New York,NY,Lexington Avenue 1101,0.0,0,13591_-24654
290,40.7777126,-73.9570936,Tal Bagels,New York,NY,Lexington Avenue 1228,0.0,0,13592_-24653
291,40.7504317,-73.9897503,Moka & Co,New York,NY,Unknown Street,0.0,0,13583_-24664
292,40.8233712,-73.9523695,Tanto Dulce Cafe,New York,NY,Broadway 3446,0.0,0,13607_-24651
293,40.7646902,-73.9796633,Blue Dog,New York,NY,Unknown Street,0.0,0,13588_-24660
294,40.730322,-74.0003624,Caffe Reggio,New York,NY,MacDougal Street 119,0.0,0,13576_-24667
295,40.727887,-73.982007,Horus Café,New York,NY,East 10th Street 293,0.0,0,13575_-24661
296,40.7531885,-73.9797511,Bluestone Lane Coffee,New York,NY,East 42nd Street 11,0.0,0,13584_-24660
297,40.7280641,-73.9932516,La Colombe Coffee Roasters,New York,NY,Lafayette Street 400,0.0,0,13576_-24665
298,40.7354601,-73.9861323,Corbet & Conley,New York,NY,East 17th Street 145,0.0,0,13578_-24663
299,40.7542147,-73.9840492,Le Pain Quotidien,New York,NY,Unknown Street,0.0,0,13584_-24662
300,40.8344857,-73.9451934,Taszo Espresso Bar,New York,NY,Edward M. Morgan Place 5,0.0,0,13611_-24649
301,40.8345935,-73.9452247,Semicolon,New York,NY,Edward M. Morgan Place 9,0.0,0,13611_-24649
302,40.7326688,-73.986116,ViVi Bubble Tea,New York,NY,East 14th Street 226,0.0,0,13577_-24663
303,40.7337952,-73.9865529,Starbucks,New York,NY,3rd Avenue 145,0.0,0,13577_-24663
304,40.7344416,-73.9860982,Cupsoul,New York,NY,3rd Avenue 165,0.0,0,13578_-24663
305,40.7306979,-73.9814385,Gemina,New York,NY,East 14th Street 424,0.0,0,13576_-24661
306,40.7530185,-73.9772838,Starbucks,Grand Central Station,NY,Track 35,0.0,0,13584_-24660
307,40.7693396,-73.9886262,Bagel Market,New York,NY,10th Avenue 875,0.0,0,13589_-24663
308,40.7711856,-73.9568688,Starbucks,New York,NY,Second Avenue 1449,0.0,0,13590_-24653
309,40.764814,-73.9759888,Sip + Co.,New York,NY,West 58th Street 41,0.0,0,13588_-24659
310,40.7417954,-73.9970742,FIKA 7th Avenue,New York,NY,Unknown Street,0.0,0,13580_-24666
311,40.7510046,-73.9765387,FIKA Grand Central,New York,NY,Unknown Street,0.0,0,13583_-24659
312,40.723711,-74.0104259,FIKA Tribeca & Chocolate Factory,New York,NY,Unknown Street,0.0,0,13574_-24671
313,40.7458278,-74.0015707,FIKA 9th Avenue,New York,NY,Unknown Street,0.0,0,13581_-24668
314,40.7447183,-73.9790898,Blank Street Coffee,New York,NY,3rd Avenue 472,0.0,0,13581_-24660
315,40.7450755,-73.9789117,Matto Espresso,New York,NY,East 33rd Street 164,0.0,0,13581_-24660
316,40.7224756,-73.9829662,Sunday Morning,New York,NY,Avenue B 29,0.0,0,13574_-24661
317,40.7229149,-73.9832351,Kolkota Chai Company,New York,NY,East 3rd Street 199,0.0,0,13574_-24662
318,40.7536535,-73.984378,Southwest Porch,New York,NY,Unknown Street,0.0,0,13584_-24662
319,40.7503257,-73.9716056,Chelsea Bagel,New York,NY,Unknown Street,0.0,0,13583_-24658
320,40.807525,-73.9608785,Nous Espresso,New York,NY,Unknown Street,0.0,0,13602_-24654
321,40.738035,-74.003421,Grounded,New York,NY,Unknown Street,0.0,0,13579_-24668
322,40.737043,-74.003887,Café Minerva,New York,NY,Unknown Street,0.0,0,13579_-24668
323,40.7370022,-73.9896034,Starbucks,New York,NY,Unknown Street,0.0,0,13579_-24664
324,40.7467841,-74.0016172,Joe Coffee Company,New York,NY,West 23rd Street 405,0.0,0,13582_-24668
325,40.7485056,-74.0087396,Bluestone Lane,New York,NY,Chelsea Piers 62,0.0,0,13582_-24670
326,40.7502191,-73.967463,UN Visitors Café,New York,NY,Unknown Street,0.0,0,13583_-24656
327,40.725171,-74.00295,Dominique Ansel Bakery,New York,NY,Spring Street 189,0.0,0,13575_-24668
328,40.712179,-74.008181,Starbucks,New York,NY,Unknown Street,0.0,0,13570_-24670
329,40.7658131,-73.9653728,Le Pain Quotidien,New York,NY,Lexington Avenue 861,0.0,0,13588_-24656
330,40.7437478,-73.9790582,Banter,New York,NY,East 31st Street 201,0.0,0,13581_-24660
331,40.7435815,-73.9920821,Starbucks,New York,NY,6th Avenue 750,0.0,0,13581_-24665
332,40.7435359,-73.9925708,The Corner Cafe,New York,NY,6th Avenue 729,0.0,0,13581_-24665
333,40.7498951,-73.972877,Starbucks,New York,NY,Unknown Street,0.0,0,13583_-24658
334,40.7446682,-73.98756,Think Coffee,New York,NY,5th Avenue 246,0.0,0,13581_-24663
335,40.7439872,-73.9858906,Seven grams,New York,NY,Unknown Street,0.0,0,13581_-24662
336,40.719225,-74.0066966,Gotan,New York,NY,Unknown Street,0.0,0,13573_-24669
337,40.8233265,-73.9426474,Starbucks,New York,NY,West 145th Street 301,0.0,0,13607_-24648
338,40.7457175,-74.0054589,Cookshop,New York,NY,10th Avenue 156,0.0,0,13581_-24669
339,40.7596945,-73.9958873,Rustic Table ,New York,NY,Unknown Street,0.0,0,13586_-24666
340,40.7879358,-73.9534358,Le Pain Quotidien,New York,NY,Madison Avenue 1399,0.0,0,13595_-24652
341,40.7358239,-74.0008231,Bluestone Lane,New York,NY,Unknown Street,0.0,0,13578_-24667
342,40.73833,-74.0053849,Hudson Cafe,New York,NY,Unknown Street,0.0,0,13579_-24669
343,40.7290442,-73.9866462,MUD,New York,NY,East 9th Street 307,0.0,0,13576_-24663
344,40.7207158,-73.9947851,The Butcher's Daughter,New York,NY,Kenmare Street 19,0.0,0,13573_-24665
345,40.7388422,-74.0056803,High Street on Hudson,New York,NY,Hudson Street,0.0,0,13579_-24669
346,40.7345574,-74.0063447,Sweet Corner Bakeshop,New York,NY,Hudson Street 535,0.0,0,13578_-24669
347,40.7341718,-74.0074226,The Elk,New York,NY,Unknown Street,0.0,0,13578_-24670
348,40.7593488,-73.9885067,Carve Café & Pizza,New York,NY,Unknown Street,0.0,0,13586_-24663
349,40.7403739,-74.0055542,Kobrick Coffee,New York,NY,9th Avenue 28,0.0,0,13580_-24669
350,40.7552587,-73.9945988,Ramini espresso bar,New York,NY,West 37th Street 265 w,0.0,0,13585_-24665
351,40.7515474,-73.9705865,Matto Espresso,New York,NY,2nd Avenue 844,0.0,0,13583_-24657
352,40.7281762,-73.9821791,Tompkins Square Bagels,New York,NY,Avenue A 165,0.0,0,13576_-24661
353,40.7363315,-73.9971668,Murray's Bagels,New York,NY,6th Avenue 500,0.0,0,13578_-24666
354,40.7137511,-73.9985135,10 Below Ice Cream,New York,NY,Unknown Street,0.0,0,13571_-24667
355,40.7330154,-74.0033657,Bar Pisellino,New York,NY,Grove Street 52,0.0,0,13577_-24668
356,40.7608908,-73.9889333,Frisson Espresso,New York,NY,Unknown Street,0.0,0,13586_-24663
357,40.7532402,-73.9845838,Le Pain Quotidien,New York,NY,West 40th Street 70,0.0,0,13584_-24662
358,40.7636783,-73.9823708,Starbucks,New York,NY,Broadway 1700,0.0,0,13587_-24661
359,40.7480793,-73.9892846,Starbucks,New York,NY,6th Avenue 875,0.0,0,13582_-24664
360,40.7455323,-73.9943777,Seven Grams Caffe,New York,NY,7th Avenue 275,0.0,0,13581_-24665
361,40.7363224,-73.994803,ViVi Bubble Tea,New York,NY,West 14th Street 18,0.0,0,13578_-24665
362,40.8213006,-73.9445186,Manhattanville Coffee,New York,NY,Unknown Street,0.0,0,13607_-24649
363,40.783839,-73.9584235,Bluestone Lane,New York,NY,Unknown Street,0.0,0,13594_-24653
364,40.7643286,-73.984836,Pick a Bagel,New York,NY,8th Avenue 891,0.0,0,13588_-24662
365,40.7469873,-73.9969959,Bean&Bean Coffee,New York,NY,Unknown Street,0.0,0,13582_-24666
366,40.7622096,-73.9874605,Starbucks,New York,NY,West 49th Street 325,0.0,0,13587_-24663
367,40.7227486,-73.9890819,ViVi Bubble Tea,New York,NY,Allen Street 205,0.0,0,13574_-24664
368,40.7180559,-73.997117,12 Corners,New York,NY,Mott Street 121,0.0,0,13572_-24666
369,40.7273019,-73.9861875,Abraço,New York,NY,East 7th Street 81,0.0,0,13575_-24663
370,40.7416112,-74.005149,Starbucks Reserve,New York,NY,9th Avenue 61,0.0,0,13580_-24669
371,40.752013,-73.975055,Bagel Market,New York,NY,Unknown Street,0.0,0,13584_-24659
372,40.7436151,-73.9863949,Birch Coffee,New York,NY,East 27th Street 21,0.0,0,13581_-24663
373,40.7189006,-74.0025174,Starbucks,New York,NY,Broadway 405,0.0,0,13572_-24668
374,40.740124,-74.0014925,MatchaBar,New York,NY,West 15th Street 256,0.0,0,13580_-24668
375,40.7572001,-73.983437,Cook Eatery,New York,NY,West 45th Street 115,0.0,0,13585_-24662
376,40.7290876,-73.9982833,Joe Coffee Company,New York,NY,LaGuardia Place 550,0.0,0,13576_-24667
377,40.7206037,-73.984423,Boba Guys,New York,NY,Clinton Street 23,0.0,0,13573_-24662
378,40.7564367,-73.971716,New York Luncheonette,New York,NY,Unknown Street,0.0,0,13585_-24658
379,40.7546713,-73.9745591,Financier,New York,NY,Unknown Street,0.0,0,13584_-24659
380,40.7064444,-74.0079647,Black Fox coffee co.,New York,NY,Unknown Street,0.0,0,13568_-24670
381,40.7526386,-73.9845169,Mangia Organic,New York,NY,West 39th Street 45,0.0,0,13584_-24662
382,40.7202282,-73.9965346,Stone Street,New York,NY,Broome Street 379,0.0,0,13573_-24666
383,40.742213,-73.9895802,Eataly,New York,NY,5th Avenue 200,0.0,0,13580_-24664
384,40.8285671,-73.9485323,Chipped Cup Coffee & Victuals,New York,NY,Broadway 3610,0.0,0,13609_-24650
385,40.7212663,-74.0005133,Think Coffee,New York,NY,Broadway 471,0.0,0,13573_-24667
386,40.7443091,-73.9966612,Doughnut Plant,New York,NY,West 23rd Street 220,0.0,0,13581_-24666
387,40.7691438,-73.9536834,Oslo Coffee Roasters,New York,NY,Unknown Street,0.0,0,13589_-24652
388,40.7461999,-73.978007,Semicolon,New York,NY,3rd Avenue 516A,0.0,0,13582_-24660
389,40.7545627,-73.9839414,Breads Bakery,New York,NY,Unknown Street,0.0,0,13584_-24662
390,40.7534774,-73.9842882,Joe Coffee Company,New York,NY,Unknown Street,0.0,0,13584_-24662
391,40.7185107,-73.9862303,Davelle NYC,New York,NY,Suffolk Street 102,0.0,0,13572_-24663
392,40.7597637,-73.9698075,Le Cafe Coffee,New York,NY,Lexington Avenue 661,0.0,0,13586_-24657
393,40.7289162,-74.0054734,Getting Hungry,New York,NY,Varick Street 225,0.0,0,13576_-24669
394,40.7202995,-73.9952147,Cafe Integral,New York,NY,Unknown Street,0.0,0,13573_-24666
395,40.7146942,-73.9986811,Silk Road Cafe,New York,NY,Unknown Street,0.0,0,13571_-24667
396,40.7141971,-73.9937931,Unknown Coffee Shop,New York,NY,Unknown Street,0.0,0,13571_-24665
397,40.8075501,-73.9636821,Joe Coffee Company,New York,NY,Broadway 2950,0.0,0,13602_-24655
398,40.7638732,-73.9665249,Birch Coffee,New York,NY,East 62nd Street 134 1/2,0.0,0,13587_-24656
399,40.7434433,-73.9800242,Birch Coffee,New York,NY,3rd Avenue 432,0.0,0,13581_-24661
400,40.7073526,-74.0022569,Café Patoro,New York,NY,Front Street 223,0.0,0,13569_-24668
401,40.7313359,-73.9919775,The Bean,New York,NY,Broadway 771,0.0,0,13577_-24664
402,40.704646,-74.0084317,Bluestone Lane,New York,NY,Unknown Street,0.0,0,13568_-24670
403,40.7073586,-74.0022266,Cafe Patoro,New York,NY,Front Street 223,0.0,0,13569_-24668
404,40.7056733,-74.0083741,La Colombe Coffee Roasters,New York,NY,Wall Street 69B,0.0,0,13568_-24670
405,40.7520894,-73.9900673,The Bread Factory Cafe,New York,NY,Unknown Street,0.0,0,13584_-24664
406,40.7472688,-73.9841528,Captain's Cafe,New York,NY,Unknown Street,0.0,0,13582_-24662
407,40.7188835,-74.0101049,Chanson le Salon,New York,NY,Unknown Street,0.0,0,13572_-24671
408,40.7075935,-74.0021812,Made Fresh Daily,New York,NY,Unknown Street,0.0,0,13569_-24668
409,40.7061594,-74.008845,Starbucks,New York,NY,Unknown Street,0.0,0,13568_-24670
410,40.8001351,-73.9677641,Plowshares Coffee Roasters,New York,NY,Broadway 2730,0.0,0,13600_-24656
411,40.7080709,-74.0137437,Siena Bakehouse,New York,NY,Greenwich Street 94,0.0,0,13569_-24672
412,40.7631599,-74.0005711,Unknown Coffee Shop,New York,NY,Unknown Street,0.0,0,13587_-24667
413,40.7469708,-73.9853055,Ginseng Museum Cafe,New York,NY,5th Avenue 315,0.0,0,13582_-24662
414,40.7144862,-73.9821342,Ost Cafe,New York,NY,Unknown Street,0.0,0,13571_-24661
415,40.7037798,-74.0109286,Le Pain Quotidien,New York,NY,Unknown Street,0.0,0,13567_-24671
416,40.7036165,-74.0103766,Ground Central,New York,NY,Unknown Street,0.0,0,13567_-24671
417,40.7349281,-74.0022788,Partners Coffee,New York,NY,Charles Street 44,0.0,0,13578_-24668
418,40.7041988,-74.0117201,Gregorys Coffee,New York,NY,Unknown Street,0.0,0,13568_-24671
419,40.7069204,-74.0067667,Juice Generation,New York,NY,Maiden Lane 101,0.0,0,13568_-24669
420,40.7273626,-73.9888015,787 Coffee,New York,NY,2nd Avenue 101,0.0,0,13575_-24663
421,40.7351434,-73.9897998,Starbucks,New York,NY,Unknown Street,0.0,0,13578_-24664
422,40.7050363,-74.0068254,Gregorys Coffee,New York,NY,Wall Street 100,0.0,0,13568_-24669
424,40.7407674,-73.9918982,Unknown Coffee Shop,New York,NY,Unknown Street,0.0,0,13580_-24664
425,40.7039608,-74.0118856,Café Grumpy,New York,NY,Stone Street 20,0.0,0,13567_-24671
426,40.7270679,-73.9893826,Coffee Project NY,New York,NY,East 5th Street 239,0.0,0,13575_-24664
427,40.7290639,-73.9784477,The Roost,New York,NY,Avenue B 222,0.0,0,13576_-24660
428,40.8105082,-73.9395267,OurtBox Cafe,New York,NY,Unknown Street,0.0,0,13603_-24647
429,40.7684196,-73.9851251,Amore Pizza Cafe,New York,NY,West 58th Street 370,0.0,0,13589_-24662
430,40.7624366,-73.9739908,Starbucks,New York,NY,Madison Avenue 600,0.0,0,13587_-24658
431,40.7327767,-73.9910309,Outro,New York,NY,Broadway 816,0.0,0,13577_-24664
432,40.73265,-73.9914016,Hex & Co.,New York,NY,Broadway 801,0.0,0,13577_-24664
433,40.7786181,-73.9559843,Starbucks,New York,NY,Lexington Avenue 1261,0.0,0,13592_-24652
434,40.7081578,-74.0139728,Unknown Coffee Shop,New York,NY,Rector Street 16,0.0,0,13569_-24672
435,40.7209019,-73.9946997,Black Seed Bagels,New York,NY,Elizabeth Street 170,0.0,0,13573_-24665
436,40.7130523,-74.0096369,Aroma Espresso Bar,New York,NY,Unknown Street,0.0,0,13571_-24670
437,40.7175925,-73.9971381,Sweet Moment,New York,NY,Mott Street 106,0.0,0,13572_-24666
438,40.7417897,-73.9807467,Starbucks,New York,NY,East 28th Street 200,0.0,0,13580_-24661
439,40.7577198,-73.9631297,Sutton Cafe Restaurant,New York,NY,1st Avenue,0.0,0,13585_-24655
440,40.7192673,-74.0060718,Cafe Clementine,New York,NY,West Broadway 227,0.0,0,13573_-24669
441,40.7485816,-73.9863247,Kawande Martin Cafe,New York,NY,West 33rd Street,0.0,0,13582_-24663
442,40.7420228,-74.005159,Creamline,New York,NY,9th Avenue 75,0.0,0,13580_-24669
443,40.7207973,-73.9972546,The Lost Draft,New York,NY,Broome Street 398,0.0,0,13573_-24666
444,40.7198938,-74.0038297,La Colombe Coffee Roasters,New York,NY,Church Street 319,0.0,0,13573_-24668
445,40.7525184,-73.9860712,Tim Hortons,New York,NY,Unknown Street,0.0,0,13584_-24663
446,40.7149276,-73.9983164,Mee Sum Cafe,New York,NY,Pell Street 26,0.0,0,13571_-24667
447,40.7190103,-73.9845737,Black Cat LES,New York,NY,Rivington Street 172,0.0,0,13573_-24662
448,40.7143078,-73.9903911,Little Canal,New York,NY,Canal Street 26,0.0,0,13571_-24664
449,40.727163,-73.9999069,Morgenstern's Finest Ice Cream,New York,NY,West Houston Street 88,0.0,0,13575_-24667
450,40.7292145,-73.9981725,Chihiro Tea,New York,NY,LaGuardia Place 552,0.0,0,13576_-24667
451,40.7191024,-73.9970647,Ferrara,New York,NY,Grand Street 195,0.0,0,13573_-24666
452,40.720329,-73.9967563,Cafe Roma,New York,NY,Broome Street 385,0.0,0,13573_-24666
453,40.7388326,-73.9955295,Blank Street Coffee,New York,NY,6th Avenue 590,0.0,0,13579_-24666
454,40.7384445,-73.9958164,Think Coffee,New York,NY,6th Avenue 568,0.0,0,13579_-24666
455,40.7667816,-73.9564416,Coffee Inn,New York,NY,1st Avenue 1302,0.0,0,13588_-24653
456,40.8012383,-73.9421403,Bitter Orange Cafe,New York,NY,Park Avenue 1694,0.0,0,13600_-24648
457,40.8006177,-73.9426122,UGC Eats,New York,NY,Park Avenue 1674,0.0,0,13600_-24648
458,40.7971288,-73.9384911,Capy,New York,NY,East 116th Street 242,0.0,0,13599_-24647
459,40.8242066,-73.9456088,Sugar Hill Café,New York,NY,West 145th Street 410,0.0,0,13608_-24649
460,40.7538023,-73.9851089,L’Adresse American Bistro,New York,NY,Unknown Street,0.0,0,13584_-24662
461,40.7505545,-73.9702839,Mona,New York,NY,Unknown Street,0.0,0,13583_-24657
462,40.7087364,-74.0069962,Voyager Espresso,New York,NY,William Street 110,0.0,0,13569_-24669
463,40.7448363,-74.0028199,La Bergamote,New York,NY,9th Avenue 177,0.0,0,13581_-24668
464,40.7251418,-73.98162,C&B,New York,NY,East 7th Street 178,0.0,0,13575_-24661
465,40.7270961,-73.993997,Honeybrains,New York,NY,Lafayette Street 372,0.0,0,13575_-24665
466,40.7294568,-73.9881288,Cha-An Teahouse,New York,NY,East 9th Street 230,0.0,0,13576_-24663
467,40.7242595,-74.0019929,Ground Support Café,New York,NY,West Broadway 399,0.0,0,13574_-24668
468,40.7392879,-74.001853,Big Famous Deli & Grocery,New York,NY,Unknown Street,0.0,0,13579_-24668
469,40.7620536,-73.9910987,Al Horno,New York,NY,Unknown Street,0.0,0,13587_-24664
470,40.8510936,-73.9384166,Starbucks,New York,NY,West 181st Street 803,0.0,0,13617_-24647
471,40.715278,-74.0074529,Hungry Ghost,New York,NY,Church Street 165,0.0,0,13571_-24670
472,40.719848,-74.0049417,Starbucks,New York,NY,Unknown Street,0.0,0,13573_-24669
473,40.755117,-73.9909801,Corvo Coffee,New York,NY,West 39th Street 270,0.0,0,13585_-24664
474,40.7554688,-73.9707954,The Picnic Basket,New York,NY,Unknown Street,0.0,0,13585_-24657
475,40.7564172,-73.9802703,Pavé,New York,NY,Unknown Street,0.0,0,13585_-24661
476,40.705529,-74.008115,Joe & The Juice,New York,NY,Wall Street 65E,0.0,0,13568_-24670
477,40.739498,-74.007702,Unknown Coffee Shop,New York,NY,Gansevoort Street 73,0.0,0,13579_-24670
478,40.7579702,-73.9838946,Margon Restaurant,New York,NY,West 46th Street 136,0.0,0,13585_-24662
479,40.8003172,-73.9618481,Demitasse Cafe,New York,NY,Columbus Avenue 973,0.0,0,13600_-24654
480,40.7827225,-73.9479691,Burp Bowl Cafe,New York,NY,2nd Avenue 1812,0.0,0,13594_-24650
481,40.7530461,-73.9840983,Blue Bottle Coffee,New York,NY,West 40th Street 54,0.0,0,13584_-24662
482,40.7216695,-73.9873956,Ludlow Coffee Supply,New York,NY,Ludlow Street 176,0.0,0,13573_-24663
483,40.7291434,-73.999255,Debutea,New York,NY,Thompson Street 217,0.0,0,13576_-24667
484,40.7827156,-73.9484523,Starbucks,New York,NY,East 93rd Street 245,0.0,0,13594_-24650
485,40.7628613,-73.985265,Bibble & Sip,New York,NY,West 51st Street 253,0.0,0,13587_-24662
486,40.7292335,-73.9814002,Boris and Horton,New York,NY,Avenue A 195,0.0,0,13576_-24661
487,40.7268161,-73.9831737,Starbucks,New York,NY,Saint Mark's Place 125,0.0,0,13575_-24662
488,40.7265689,-73.9996226,Birch Coffee,New York,NY,West Houston Street 71,0.0,0,13575_-24667
489,40.7802595,-73.9635992,American Wing Café,New York,NY,Unknown Street,0.0,0,13593_-24655
490,40.7791519,-73.9644503,Petrie Court Café,New York,NY,Unknown Street,0.0,0,13593_-24655
491,40.736787,-73.9869081,Irving Farm Coffee Roasters,New York,NY,Irving Place 71,0.0,0,13578_-24663
492,40.7355345,-73.9797733,Tal Bagels,New York,NY,1st Avenue 357,0.0,0,13578_-24660
493,40.777498,-73.9503988,Tal Bagels,New York,NY,East 86th Street 333,0.0,0,13592_-24651
494,40.7744439,-73.9544897,H&H Midtown Bagels East,New York,NY,2nd Avenue 1551,0.0,0,13591_-24652
495,40.7861849,-73.9726071,H&H Midtown Bagels East,New York,NY,Columbus Avenue 526,0.0,0,13595_-24658
496,40.7257638,-74.0011009,Chobani SoHo,New York,NY,Prince Street 152,0.0,0,13575_-24668
497,40.7542367,-73.9889033,Café Grumpy,New York,NY,West 39th Street 200,0.0,0,13584_-24663
498,40.7521444,-73.9757163,Café Grumpy,New York,NY,East 42nd Street 89,0.0,0,13584_-24659
499,40.7778553,-73.9782475,Zucker's Bagels & Smoked Fish,New York,NY,Columbus Avenue 273,0.0,0,13592_-24660
500,40.7874897,-73.953786,Champignon Café,New York,NY,Madison Avenue 1389,0.0,0,13595_-24652
501,40.7876673,-73.954025,Da Capo Aperitivo e Caffe,New York,NY,Madison Avenue 1392,0.0,0,13595_-24652
502,40.8690737,-73.9158442,Cafe Tabaco and Ron,New York,NY,West 214th Street 501,0.0,0,13623_-24639
503,40.8693627,-73.9155908,Sahara Cafe,New York,NY,10th Avenue 4026,0.0,0,13623_-24639
504,40.8657529,-73.9272044,Starbucks,New York,NY,Broadway 4761,0.0,0,13621_-24643
505,40.7523028,-73.9784305,Blue Bottle Coffee,New York,NY,East 42nd Street 60,0.0,0,13584_-24660
506,40.7106548,-74.0121277,Blue Bottle Coffee,New York,NY,Greenwich Street 150,0.0,0,13570_-24671
507,40.7340809,-73.9924617,Blue Bottle Coffee,New York,NY,University Place 101,0.0,0,13578_-24665
508,40.7596136,-73.9754488,Blue Bottle Coffee,New York,NY,East 53rd Street 10,0.0,0,13586_-24659
509,40.7795258,-73.9507703,JJ Brown Cup,New York,NY,2nd Avenue 1707,0.0,0,13593_-24651
510,40.7452186,-73.9902413,Patent Coffee,New York,NY,West 27th Street 49,0.0,0,13581_-24664
511,40.7593056,-73.9921933,ViVi Bubble Tea,New York,NY,9th Avenue 607,0.0,0,13586_-24665
512,40.7189834,-74.0009997,Dreamers Coffee,New York,NY,Unknown Street,0.0,0,13572_-24667
513,40.7376051,-73.9875777,Daily Provisions,New York,NY,East 19th Street 103,0.0,0,13579_-24663
514,40.7518535,-73.9733935,Le Pain Quotidien,New York,NY,3rd Avenue 685,0.0,0,13583_-24658
515,40.7524881,-73.9880033,Bluestone Lane,New York,NY,Unknown Street,0.0,0,13584_-24663
516,40.7945777,-73.9337278,Love Cafe,New York,NY,Pleasant Avenue 283,0.0,0,13598_-24645
517,40.7266858,-73.9959215,CoCo Fresh Tea & Juice,New York,NY,Broadway 643,0.0,0,13575_-24666
518,40.726876,-73.995752,Gregory's Coffee,New York,NY,Broadway 649,0.0,0,13575_-24666
519,40.726208,-73.9954844,Cafe Angelique,New York,NY,Bleecker Street 68,0.0,0,13575_-24666
520,40.7275742,-73.993705,Lafayette Grand Café & Bakery,New York,NY,Lafayette 380,0.0,0,13575_-24665
521,40.7634155,-73.9654893,Upper East Café,New York,NY,Unknown Street,0.0,0,13587_-24656
522,40.7257887,-74.0011724,La Colombe Coffee Roasters,New York,NY,Prince Street 154,0.0,0,13575_-24668
523,40.7163524,-73.9981687,Ten Ren,New York,NY,Mott Street 75,0.0,0,13572_-24667
524,40.7512755,-73.9793045,Taylor St. Baristas,New York,NY,east 40th street 33,0.0,0,13583_-24660
525,40.7521357,-73.9915345,Madman Espresso,New York,NY,West 35th Street 234,0.0,0,13584_-24664
526,40.7793161,-73.9808861,Blue Bottle Coffee,New York,NY,Amsterdam Avenue 279,0.0,0,13593_-24661
527,40.7560886,-73.9926331,Aleef Coffee House Inc,New York,NY,West 39th Street 333,0.0,0,13585_-24665
528,40.7793832,-73.9829974,Tea Magic,New York,NY,Unknown Street,0.0,0,13593_-24661
529,40.7515815,-74.0053292,La Colombe Coffee Roasters,New York,NY,West 27th Street 601,0.0,0,13583_-24669
530,40.7291067,-73.9839653,Black Seed Bagels,New York,NY,1st Avenue 176,0.0,0,13576_-24662
531,40.7456636,-73.9884874,Black Seed Bagels,New York,NY,Broadway 1188,0.0,0,13581_-24663
532,40.7296485,-73.9988026,Irving Farm Coffee Roasters,New York,NY,West 3rd Street 78,0.0,0,13576_-24667
533,40.8055083,-73.9653737,Oren's Daily Roast,New York,NY,Broadway 2882,0.0,0,13601_-24656
534,40.7718742,-73.9563636,Pick-A-Bagel,New York,NY,2nd Avenue 1475,0.0,0,13590_-24653
535,40.7720548,-73.9608314,Joe Coffee Company,New York,NY,Lexington Avenue 1045,0.0,0,13590_-24654
536,40.7750206,-73.9803155,Joe Coffee Company,New York,NY,Columbus Avenue 187,0.0,0,13591_-24661
537,40.7803846,-73.9533857,Birch Coffee,New York,NY,East 88th Street 171,0.0,0,13593_-24652
538,40.7807678,-73.9523027,Bagels & More,New York,NY,3rd Avenue 1585,0.0,0,13593_-24651
539,40.7465581,-73.9814145,Le Pain Quotidien,New York,NY,Park Avenue 3,0.0,0,13582_-24661
540,40.7922821,-73.9406837,Dear Mama Coffee,New York,NY,East 109th Street 308,0.0,0,13597_-24647
541,40.7270509,-73.9801128,Ninth Street Espresso,New York,NY,East 10th Street 341,0.0,0,13575_-24661
542,40.7273043,-74.0059691,Seven Grams Caffé,New York,NY,Varick Street 175,0.0,0,13575_-24669
